Date,Adj_Close,Close,High,Low,Open,Volume,OHLC_flag,Daily_Return,Price_Range,Open_Close_Diff,Volume_Change
12/23/2003,17.35467339,36.93999863,37.31000137,36.66999817,37.31000137,721095,0,-0.000811539,0.6400032,-0.37000274,-0.308942505
12/24/2003,17.35467339,36.93999863,36.93999863,36.93999863,36.93999863,0,0,0,0,0,-1
12/25/2003,17.35467339,36.93999863,36.93999863,36.93999863,36.93999863,0,0,0,0,0,0
12/26/2003,17.35467339,36.93999863,36.93999863,36.93999863,36.93999863,0,0,0,0,0,0
12/29/2003,17.36877251,36.97000122,37.34999847,36.79000092,37.33000183,1102458,0,0.000812198,0.55999755,-0.36000061,inf
12/30/2003,17.26541328,36.75,37.43000031,36.65000153,37.22999954,968996,0,-0.005950804,0.77999878,-0.47999954,-0.12105858
12/31/2003,17.26541328,36.75,36.75,36.75,36.75,0,0,0,0,0,-1
1/1/2004,17.26541328,36.75,36.75,36.75,36.75,0,0,0,0,0,0
1/2/2004,17.52381134,37.29999924,37.40999985,36.81000137,37.09999847,1449865,0,0.014965966,0.59999848,0.20000077,inf
1/5/2004,17.61307526,37.49000168,37.63999939,37.06999969,37.31000137,2060777,0,0.005093899,0.5699997,0.18000031,0.421357851
1/6/2004,16.91305733,36,37.65999985,35.81999969,37.61000061,4247901,0,-0.039743975,1.84000016,-1.61000061,1.06131037
1/7/2004,16.67815208,35.5,36.31000137,35.22999954,36.18000031,4656762,0,-0.013888889,1.08000183,-0.68000031,0.096250124
1/8/2004,16.59828949,35.33000183,36.13999939,34.88000107,36,4998009,0,-0.004788681,1.25999832,-0.66999817,0.073279888
1/9/2004,16.44795036,35.00999832,35.65000153,34.38000107,35.45000076,3658654,0,-0.009057557,1.27000046,-0.44000244,-0.267977709
1/12/2004,16.43385696,34.97999954,35.09000015,34.15000153,34.99000168,3020747,0,-0.000856863,0.93999862,-0.01000214,-0.174355651
1/13/2004,16.74862289,35.65000153,35.90000153,35.00999832,35.00999832,3828177,0,0.019153859,0.89000321,0.64000321,0.267294812
1/14/2004,17.03050995,36.25,36.5,35.90000153,36,4192792,0,0.016830251,0.59999847,0.25,0.095245074
1/15/2004,17.01641655,36.22000122,36.47999954,36.04999924,36.47999954,2350387,0,-0.000827553,0.4300003,-0.25999832,-0.439421989
1/16/2004,17.24662209,36.70999908,37.02000046,36.38000107,36.5,3724552,0,0.013528378,0.63999939,0.20999908,0.584654782
1/19/2004,17.10097885,36.40000153,37.04999924,36.29999924,36.95000076,1822224,0,-0.008444499,0.75,-0.54999923,-0.510753508
1/20/2004,16.91305733,36,36.68999863,35.61000061,36.45999908,2807804,0,-0.010989053,1.07999802,-0.45999908,0.540866545
1/21/2004,16.89426613,35.95999908,36.04000092,35.27000046,35.79999924,2912120,0,-0.001111137,0.77000046,0.15999984,0.037152166
1/22/2004,16.6969471,35.54000092,36.20000076,35.41999817,36.00999832,2135719,0,-0.011679593,0.78000259,-0.4699974,-0.266610236
1/23/2004,16.60298538,35.34000015,35.90000153,34.99000168,35.81999969,2385981,0,-0.005627484,0.90999985,-0.47999954,0.117179273
1/26/2004,16.60768509,35.34999847,35.49000168,35.04999924,35.04999924,1610789,0,0.000282918,0.44000244,0.29999923,-0.324894456
1/27/2004,16.7204361,35.59000015,36.04999924,35.52000046,35.84000015,2359693,0,0.006789298,0.52999878,-0.25,0.464929919
1/28/2004,16.82379532,35.81000137,35.95000076,35.29000092,35.5,1622842,0,0.006181546,0.65999984,0.31000137,-0.312265621
1/29/2004,16.6969471,35.54000092,35.81000137,35.25,35.54999924,2099941,0,-0.007539806,0.56000137,-0.00999832,0.293989803
1/30/2004,16.53251457,35.18999863,35.84999847,34.95000076,35.47999954,2835399,0,-0.009848123,0.89999771,-0.29000091,0.350227935
2/2/2004,16.7251358,35.59999847,35.59999847,35.24000168,35.27000046,1130228,0,0.011651033,0.35999679,0.32999801,-0.601386613
2/3/2004,16.31640434,34.72999954,35.58000183,34.36000061,35.45000076,3552646,0,-0.024438173,1.22000122,-0.72000122,2.14330029
2/4/2004,16.04391479,34.15000153,34.25,33.72999954,34.02000046,4331224,0,-0.016700202,0.52000046,0.13000107,0.219154399
2/5/2004,15.78552055,33.59999847,34.16999817,33.34999847,34,3632995,0,-0.016105506,0.8199997,-0.40000153,-0.16120824
2/6/2004,15.92646408,33.90000153,34.18999863,33.63000107,33.90000153,2870751,0,0.008928663,0.55999756,0,-0.209811464
2/9/2004,15.82780361,33.68999863,34.20999908,33.54000092,34.04999924,2307617,0,-0.006194776,0.66999816,-0.36000061,-0.196162607
2/10/2004,15.78552055,33.59999847,33.97999954,33.54999924,33.79999924,2020084,0,-0.002671421,0.4300003,-0.20000077,-0.1246017
2/11/2004,15.99693584,34.04999924,34.27000046,33.61000061,33.61000061,2615166,0,0.013392881,0.65999985,0.43999863,0.2945828
2/12/2004,15.96874714,33.99000168,34.52999878,33.86000061,34.33000183,1958580,0,-0.001762043,0.66999817,-0.34000015,-0.251068575
2/13/2004,15.82780361,33.68999863,34.43000031,33.54999924,34.09999847,1814504,0,-0.008826215,0.88000107,-0.40999984,-0.073561458
2/16/2004,15.79491806,33.61999893,33.77999878,33.15000153,33.75,1503079,0,-0.002077759,0.62999725,-0.13000107,-0.171630925
2/17/2004,15.90297318,33.84999847,33.93000031,33.29000092,33.77000046,1737499,0,0.006841153,0.63999939,0.07999801,0.155959866
2/18/2004,15.89827538,33.84000015,34.18999863,33.61999893,33.70999908,2454313,0,-0.000295371,0.5699997,0.13000107,0.412555058
2/19/2004,16.0768013,34.22000122,34.34999847,33.88000107,34.15000153,2508842,0,0.011229346,0.4699974,0.06999969,0.022217623
2/20/2004,15.79491806,33.61999893,34.36999893,33.29999924,34.04999924,2772152,0,-0.017533672,1.06999969,-0.43000031,0.104952803
2/23/2004,15.85129261,33.74000168,33.95000076,33.65000153,33.91999817,1687288,0,0.003569386,0.29999923,-0.17999649,-0.39134362
2/24/2004,15.63518524,33.27999878,33.79000092,33,33.68999863,2517912,0,-0.013633755,0.79000092,-0.40999985,0.492283475
2/25/2004,15.67276669,33.36000061,33.59999847,32.72999954,33.31999969,3289156,0,0.002403901,0.86999893,0.04000092,0.306303
2/26/2004,15.94995499,33.95000076,34.06999969,33.25,33.63999939,2937680,0,0.017685855,0.81999969,0.31000137,-0.106859024
2/27/2004,16.15196991,34.38000107,35.22999954,34.04000092,34.18999863,4778379,0,0.012665694,1.18999862,0.19000244,0.626582541
3/1/2004,16.21304512,34.50999832,35.06000137,34.16999817,34.65999985,2294459,0,0.003781188,0.8900032,-0.15000153,-0.519824819
3/2/2004,16.76742172,35.68999863,35.88000107,35.29999924,35.5,5166990,0,0.034192998,0.58000183,0.18999863,1.251942615
3/3/2004,16.74862289,35.65000153,35.93000031,35.5,35.75,3128862,0,-0.001120681,0.43000031,-0.09999847,-0.394451702
3/4/2004,16.80030251,35.75999832,35.93999863,35.34000015,35.75,1990288,0,0.003085464,0.59999848,0.00999832,-0.363893965
3/5/2004,16.7157402,35.58000183,35.93999863,35.09999847,35.81000137,2396661,0,-0.005033459,0.84000016,-0.22999954,0.204177988
3/8/2004,16.92245293,36.02000046,36.13000107,35.65999985,35.75,1660191,0,0.012366459,0.47000122,0.27000046,-0.307290017
3/9/2004,16.77681351,35.70999908,36.09000015,35.34999847,36.04000092,2176362,0,-0.008606368,0.74000168,-0.33000184,0.310910612
3/10/2004,16.37277794,34.84999847,35.61999893,34.65999985,35.59999847,2961849,0,-0.024082908,0.95999908,-0.75,0.360917439
3/11/2004,15.81371021,33.65999985,34.65000153,33.04999924,34.47000122,5085070,0,-0.034146303,1.60000229,-0.81000137,0.716856599
3/12/2004,16.05330658,34.16999817,34.40000153,32.5,33.29999924,3602002,0,0.015151465,1.90000153,0.86999893,-0.291651442
3/15/2004,15.67746449,33.36999893,34.33000183,33.27999878,33.86999893,2370197,0,-0.023412329,1.05000305,-0.5,-0.341977878
3/16/2004,15.71504879,33.45000076,33.95000076,33.25,33.52999878,2524666,0,0.002397418,0.70000076,-0.07999802,0.065171376
3/17/2004,16.17546082,34.43000031,34.59999847,33.40000153,33.43999863,3532033,0,0.029297445,1.19999694,0.99000168,0.399010008
3/18/2004,16.0580101,34.18000031,34.61999893,34.06000137,34.50999832,2532879,0,-0.007261109,0.55999756,-0.32999801,-0.28288354
3/19/2004,15.96874714,33.99000168,34.99000168,33.81000137,34.5,6143147,0,-0.005558766,1.18000031,-0.50999832,1.425361417
3/22/2004,15.55061817,33.09999847,33.70000076,32.58000183,33.70000076,2326554,0,-0.026184265,1.11999893,-0.60000229,-0.621276522
3/23/2004,15.32980919,32.63000107,33.27000046,32.59999847,32.93000031,2150731,0,-0.014199318,0.67000199,-0.29999924,-0.075572284
3/24/2004,15.37209034,32.72000122,32.88000107,32.25,32.68999863,3311267,0,0.002758202,0.63000107,0.03000259,0.539600722
3/25/2004,15.50363541,33,33.25,32.79999924,32.86999893,2859533,0,0.00855742,0.45000076,0.13000107,-0.136423309
3/26/2004,15.4331646,32.84999847,33.5,32.72999954,33.40000153,2919027,0,-0.004545501,0.77000046,-0.55000306,0.020805495
3/29/2004,15.68216801,33.38000107,33.63999939,32.84999847,32.95000076,2485149,0,0.016134022,0.79000092,0.43000031,-0.148637885
3/30/2004,15.71975136,33.45999908,33.93000031,33.29999924,33.52000046,3621667,0,0.002396585,0.63000107,-0.06000138,0.457323887
3/31/2004,15.54592228,33.09000015,34.09000015,33,33.59999847,3211976,0,-0.011057948,1.09000015,-0.50999832,-0.113122217
4/1/2004,15.93116188,33.90999985,33.90999985,33.11999893,33.34999847,2399596,0,0.024780891,0.79000092,0.56000138,-0.252922189
4/2/2004,16.30700493,34.70999908,34.84999847,33.65999985,33.93999863,2791336,0,0.023591838,1.18999862,0.77000045,0.163252481
4/5/2004,16.47143936,35.06000137,35.25,34.61999893,34.84999847,2268344,0,0.010083616,0.63000107,0.2100029,-0.187362611
4/6/2004,16.28821373,34.66999817,35.29999924,34.54999924,35.13999939,2416616,0,-0.011123879,0.75,-0.47000122,0.065365747
4/7/2004,15.94055748,33.93000031,34.84000015,33.84000015,34.63999939,1874754,0,-0.021344041,1,-0.70999908,-0.22422346
4/8/2004,16.24123573,34.56999969,35,34.22000122,34.34999847,2487097,0,0.018862345,0.77999878,0.22000122,0.326625787
4/9/2004,16.24123573,34.56999969,34.56999969,34.56999969,34.56999969,0,0,0,0,0,-1
4/12/2004,16.24123573,34.56999969,34.56999969,34.56999969,34.56999969,0,0,0,0,0,0
4/13/2004,16.57949448,35.29000092,35.5,34.81999969,34.84999847,2564883,0,0.020827343,0.68000031,0.44000245,inf
4/14/2004,16.29291153,34.68000031,35.13000107,34.34999847,35.08000183,2700624,0,-0.017285367,0.7800026,-0.40000152,0.052922882
4/15/2004,16.47143936,35.06000137,35.5,34.59999847,34.68000031,2570262,0,0.010957355,0.90000153,0.38000106,-0.048271066
4/16/2004,16.49493027,35.11000061,35.65999985,34.86000061,34.95000076,2951479,0,0.001426105,0.79999924,0.15999985,0.148318343
4/19/2004,16.56070328,35.25,35.47000122,35,35,1647510,0,0.003987451,0.47000122,0.25,-0.44180189
4/20/2004,16.75802231,35.66999817,35.99000168,35.33000183,35.54999924,2680435,0,0.011914842,0.65999985,0.11999893,0.626961293
4/21/2004,16.86608124,35.90000153,36.20000076,35.40000153,35.49000168,3003797,0,0.00644809,0.79999923,0.40999985,0.120637882
4/22/2004,17.26071548,36.74000168,36.86000061,35.66999817,36.29999924,3481549,0,0.023398332,1.19000244,0.44000244,0.159049363
4/23/2004,17.58958054,37.43999863,37.54999924,36.91999817,37.06000137,5467382,0,0.01905272,0.63000107,0.37999726,0.570387779
4/26/2004,17.24192047,36.70000076,37.59000015,36.65000153,37.59000015,3366321,0,-0.019764901,0.93999862,-0.88999939,-0.384290141
4/27/2004,17.38756371,37.00999832,37.06999969,36.56000137,36.79999924,1930763,0,0.0084468,0.50999832,0.20999908,-0.426447151
4/28/2004,17.21373558,36.63999939,37.15000153,36.27000046,36.65999985,2643614,0,-0.00999727,0.88000107,-0.02000046,0.369206889
4/29/2004,16.91305733,36,36.77999878,35.79999924,36.45999908,2690268,0,-0.017467233,0.97999954,-0.45999908,0.017647811
4/30/2004,16.89896584,35.97000122,36.45999908,35.54999924,35.90000153,2016235,0,-0.000833299,0.90999984,0.06999969,-0.250544927
5/3/2004,17.12446976,36.45000076,36.63999939,35.65999985,36,1245525,0,0.01334444,0.97999954,0.45000076,-0.382252069
5/4/2004,17.05400276,36.29999924,36.86999893,36.15999985,36.50999832,1480701,0,-0.004115268,0.70999908,-0.20999908,0.188816764
5/5/2004,17.07748795,36.34999847,36.40000153,35.70999908,35.70999908,2241338,0,0.001377389,0.69000245,0.63999939,0.513700605
5/6/2004,16.46674347,35.04999924,36.25999832,34.99000168,36.15000153,3047500,0,-0.035763392,1.26999664,-1.10000229,0.359678906
5/7/2004,16.57480049,35.27999878,35.40000153,34.95000076,35.09999847,2111005,0,0.006562041,0.45000077,0.18000031,-0.307299426
5/10/2004,16.11908531,34.31000137,34.63000107,34.22000122,34.52000046,2782010,0,-0.027494259,0.40999985,-0.20999909,0.31786045
5/11/2004,16.24593544,34.58000183,34.79000092,34.22999954,34.59999847,2122877,0,0.007869439,0.56000138,-0.01999664,-0.236926898
5/12/2004,16.19895172,34.47999954,35.34999847,34.36000061,34.61000061,2499970,0,-0.002891911,0.98999786,-0.13000107,0.177632995
5/13/2004,16.35868263,34.81999969,35.06000137,34.43000031,34.43000031,2759196,0,0.009860793,0.63000106,0.38999938,0.103691644
5/14/2004,16.43512917,34.40000153,34.63999939,33.90000153,34.29000092,2679440,0,-0.012061981,0.73999786,0.11000061,-0.028905522
5/17/2004,16.19624901,33.90000153,34.09000015,33.41999817,33.99000168,2235200,0,-0.014534883,0.67000198,-0.09000015,-0.165795838
5/18/2004,16.41123962,34.34999847,34.49000168,33.97000122,34.25,2269659,0,0.013274245,0.52000046,0.09999847,0.015416518
5/19/2004,16.81734276,35.20000076,35.43999863,34.54999924,34.54999924,2828404,0,0.024745337,0.88999939,0.65000152,0.246180153
5/20/2004,16.48768044,34.50999832,34.83000183,34.09999847,34.70000076,2026082,0,-0.019602342,0.73000336,-0.19000244,-0.283665983
5/21/2004,16.40646553,34.34000015,34.88000107,34.04999924,34.52999878,1810977,0,-0.004926056,0.83000183,-0.18999863,-0.106167964
5/24/2004,16.46379471,34.45999908,34.97999954,34.45000076,34.49000168,1282108,0,0.003494436,0.52999878,-0.0300026,-0.292035183
5/25/2004,16.29657745,34.11000061,34.24000168,33.86000061,34.16999817,2487686,0,-0.010156659,0.38000107,-0.05999756,0.940309241
5/26/2004,16.63101768,34.81000137,34.95000076,34.47999954,34.63999939,1898672,0,0.020521863,0.47000122,0.17000198,-0.236771843
5/27/2004,16.72179031,35,35.20000076,34.59000015,34.93999863,2406155,0,0.005458162,0.61000061,0.06000137,0.267283133
5/28/2004,16.57845879,34.70000076,35.15999985,34.45999908,35.08000183,1824320,0,-0.008571407,0.70000077,-0.38000107,-0.241811105
5/31/2004,16.67401505,34.90000153,35.06000137,34.50999832,34.75999832,410680,0,0.005763711,0.55000305,0.14000321,-0.774885985
6/1/2004,16.54023361,34.61999893,35,34.27000046,34.86000061,1512157,0,-0.008022997,0.72999954,-0.24000168,2.682080939
6/2/2004,16.52590561,34.59000015,34.90000153,34.56999969,34.79000092,1668550,0,-0.000866516,0.33000184,-0.20000077,0.103423785
6/3/2004,16.41601753,34.36000061,34.61999893,34.00999832,34.54999924,2946011,0,-0.006649307,0.61000061,-0.18999863,0.765611459
6/4/2004,16.53545761,34.61000061,34.84000015,34.24000168,34.36000061,2387497,0,0.007275902,0.59999847,0.25,-0.189583135
6/7/2004,16.81256294,35.18999863,35.27000046,34.90999985,34.97999954,1825243,0,0.016758105,0.36000061,0.20999909,-0.235499354
6/8/2004,16.78867531,35.13999939,35.68000031,34.95000076,35.27999878,2373855,0,-0.001420837,0.72999955,-0.13999939,0.300569294
6/9/2004,16.89855957,35.36999893,35.84999847,35.15000153,35.43999863,2342394,0,0.006545235,0.69999694,-0.0699997,-0.013253126
6/10/2004,17.01322556,35.61000061,35.61999893,35.31000137,35.36999893,1068774,0,0.006785459,0.30999756,0.24000168,-0.543725778
6/11/2004,16.98933983,35.56000137,35.70999908,35.36000061,35.70999908,1027068,0,-0.001404079,0.34999847,-0.14999771,-0.039022282
6/14/2004,16.69312096,34.93999863,35.52999878,34.72999954,35.40000153,1658335,0,-0.017435397,0.79999924,-0.4600029,0.61463019
6/15/2004,16.7838974,35.13000107,35.16999817,34.68000031,34.75,1957389,0,0.005437964,0.48999786,0.38000107,0.180333889
6/16/2004,16.87945175,35.33000183,35.54000092,35.20000076,35.31000137,1505930,0,0.005693161,0.34000016,0.02000046,-0.230643475
6/17/2004,16.88422775,35.34000015,35.59999847,35.11000061,35.33000183,1250021,0,0.000282998,0.48999786,0.00999832,-0.169934193
6/18/2004,16.85556412,35.27999878,35.59999847,34.91999817,35.38999939,3662834,0,-0.001697832,0.6800003,-0.11000061,1.930217972
6/21/2004,16.79822922,35.15999985,35.5,34.88000107,35.5,1327959,0,-0.00340133,0.61999893,-0.34000015,-0.6374504
6/22/2004,16.60234451,34.75,35.22999954,34.54000092,35.04000092,1951122,0,-0.011660974,0.68999862,-0.29000092,0.469263735
6/23/2004,16.75045395,35.06000137,35.15000153,34.75999832,34.86000061,1758001,0,0.008920903,0.39000321,0.20000076,-0.098979459
6/24/2004,17.03233147,35.65000153,35.95999908,35.36000061,35.36000061,2446639,0,0.016828298,0.59999847,0.29000092,0.391716501
6/25/2004,16.9128952,35.40000153,35.83000183,35.24000168,35.63999939,1485789,0,-0.007012622,0.59000015,-0.23999786,-0.392722425
6/28/2004,17.31421852,36.24000168,36.43999863,35.38000107,35.61999893,2647703,0,0.023728817,1.05999756,0.62000275,0.782018174
6/29/2004,17.3572197,36.33000183,36.59999847,36.11000061,36.18000031,3276618,0,0.002483448,0.48999786,0.15000152,0.237532306
6/30/2004,17.37632751,36.36999893,36.59999847,36.15000153,36.31000137,1677413,0,0.001100939,0.44999694,0.05999756,-0.488065743
7/1/2004,17.21866226,36.04000092,36.66999817,36.04000092,36.63000107,2083873,0,-0.009073358,0.62999725,-0.59000015,0.24231361
7/2/2004,17.05622482,35.70000076,36.04000092,35.61000061,35.90999985,1690679,0,-0.009433966,0.43000031,-0.20999909,-0.188684243
7/5/2004,17.08011436,35.75,35.93999863,35.65000153,35.68000031,1152235,0,0.001400539,0.2899971,0.06999969,-0.318477961
7/6/2004,16.84600639,35.25999832,35.93999863,35.20999908,35.93999863,1839313,0,-0.013706341,0.72999955,-0.68000031,0.596300234
7/7/2004,16.99889183,35.58000183,35.84999847,35.16999817,35.27000046,2634324,0,0.00907554,0.6800003,0.31000137,0.432232578
7/8/2004,17.14221954,35.88000107,36.09999847,35.43000031,35.5,2427795,0,0.008431681,0.66999816,0.38000107,-0.07839924
7/9/2004,17.13744164,35.86999893,36.02000046,35.61000061,35.79999924,2631751,0,-0.000278766,0.40999985,0.06999969,0.08400874
7/12/2004,16.93678474,35.45000076,36,35.34000015,35.54999924,1919185,0,-0.011708898,0.65999985,-0.09999848,-0.270757378
7/13/2004,17.13744164,35.86999893,36.04000092,35.70000076,35.77999878,2198248,0,0.011847621,0.34000016,0.09000015,0.145407035
7/14/2004,16.99889183,35.58000183,35.74000168,35.29999924,35.54999924,2295676,0,-0.00808467,0.44000244,0.03000259,0.04432075
7/15/2004,16.96067047,35.5,35.91999817,35.36000061,35.54999924,1938958,0,-0.002248506,0.55999756,-0.04999924,-0.15538691
7/16/2004,16.95589447,35.49000168,35.88000107,35.36000061,35.66999817,1999147,0,-0.000281643,0.52000046,-0.17999649,0.031041931
7/19/2004,16.84122849,35.25,35.68000031,35.22999954,35.40999985,1532387,0,-0.006762515,0.45000077,-0.15999985,-0.233479579
7/20/2004,16.87945175,35.33000183,35.59999847,35.02000046,35.15000153,1483202,0,0.002269555,0.57999801,0.1800003,-0.032096983
7/21/2004,17.02755737,35.63999939,36,35.5,35.68999863,1919549,0,0.008774343,0.5,-0.04999924,0.294192564
7/22/2004,16.88422775,35.34000015,35.74000168,35.20999908,35.20999908,1540847,0,-0.008417487,0.5300026,0.13000107,-0.197286967
7/23/2004,17.01800156,35.61999893,35.86999893,35.34999847,35.40000153,1299745,0,0.007922999,0.52000046,0.2199974,-0.15647368
7/26/2004,16.83645439,35.24000168,35.83000183,35.20000076,35.65000153,1199351,0,-0.010668087,0.63000107,-0.40999985,-0.077241305
7/27/2004,17.02755737,35.63999939,35.79999924,35.22000122,35.34999847,1693635,0,0.011350672,0.57999802,0.29000092,0.412126225
7/28/2004,17.54354477,36.72000122,36.90999985,35.81999969,35.84999847,4330221,0,0.030303082,1.09000016,0.87000275,1.55676164
7/29/2004,17.73942757,37.13000107,37.38000107,36.79000092,36.86999893,3072071,0,0.011165573,0.59000015,0.26000214,-0.29055099
7/30/2004,17.63909721,36.91999817,37.15000153,36.83000183,37.09999847,1469086,0,-0.005655882,0.3199997,-0.1800003,-0.521792953
8/2/2004,17.59609985,36.83000183,37.18000031,36.40999985,36.90000153,1444427,0,-0.002437604,0.77000046,-0.0699997,-0.016785266
8/3/2004,17.69643021,37.04000092,37.22999954,36.68000031,36.84999847,1584295,0,0.005701848,0.54999923,0.19000245,0.096832862
8/4/2004,17.01322556,35.61000061,36.54999924,35.52000046,36.45999908,4227552,0,-0.038606919,1.02999878,-0.84999847,1.668412133
8/5/2004,16.74090195,35.04000092,35.90999985,34.95000076,35.65000153,3491318,0,-0.016006731,0.95999909,-0.61000061,-0.174151376
8/6/2004,16.19146538,33.88999939,34.68000031,33.63999939,34.59999847,5197297,0,-0.032819678,1.04000092,-0.70999908,0.488634665
8/9/2004,16.05291557,33.59999847,33.95000076,33.25999832,33.90000153,1973919,0,-0.008557124,0.69000244,-0.30000306,-0.620202771
8/10/2004,16.23447037,33.97999954,34.04000092,33.58000183,33.59999847,1822645,0,0.011309556,0.45999909,0.38000107,-0.076636377
8/11/2004,16.05291557,33.59999847,34.20000076,33.38999939,34.15000153,1834847,0,-0.01118308,0.81000137,-0.55000306,0.006694666
8/12/2004,15.99558258,33.47999954,33.88000107,33.24000168,33.61999893,1538246,0,-0.003571397,0.63999939,-0.13999939,-0.1616489
8/13/2004,15.84747887,33.16999817,33.40999985,32.84999847,33.29999924,2617378,0,-0.0092593,0.56000138,-0.13000107,0.701534085
8/16/2004,16.12458229,33.75,33.79999924,32.84999847,32.93999863,1691356,0,0.017485736,0.95000077,0.81000137,-0.353797579
8/17/2004,16.0576973,33.61000061,34.00999832,33.41999817,33.75999832,2107253,0,-0.00414813,0.59000015,-0.14999771,0.245895601
8/18/2004,16.0576973,33.61000061,33.75999832,33.25,33.70000076,1917567,0,0,0.50999832,-0.09000015,-0.090015769
8/19/2004,15.98124981,33.45000076,34.06999969,33.24000168,33.84999847,2157026,0,-0.004760483,0.82999801,-0.39999771,0.124876471
8/20/2004,15.88569927,33.25,33.40000153,33.04000092,33.34999847,1593727,0,-0.005979096,0.36000061,-0.09999847,-0.261146134
8/23/2004,16.18191338,33.86999893,34.04999924,33.24000168,33.47000122,2230250,0,0.018646584,0.80999756,0.39999771,0.399392744
8/24/2004,16.31091118,34.13999939,34.43000031,33.81999969,33.97999954,2191454,0,0.00797167,0.61000062,0.15999985,-0.017395359
8/25/2004,16.33479691,34.18999863,34.54999924,33.97000122,34.34999847,1645475,0,0.001464535,0.57999802,-0.15999984,-0.249140069
8/26/2004,16.46857452,34.47000122,34.70999908,34.41999817,34.45000076,1638692,0,0.008189605,0.29000091,0.02000046,-0.004122214
8/27/2004,16.50679398,34.54999924,34.79999924,34.27999878,34.56999969,1552266,0,0.002320801,0.52000046,-0.02000045,-0.052740845
8/30/2004,16.39213181,34.31000137,34.63999939,34.02000046,34.59999847,1362169,0,-0.006946393,0.61999893,-0.2899971,-0.122464191
8/31/2004,16.19146538,33.88999939,34.40000153,33.75999832,34.24000168,1615741,0,-0.012241386,0.64000321,-0.35000229,0.186153113
9/1/2004,16.36346626,34.25,34.5,34.08000183,34.22000122,1150325,0,0.010622621,0.41999817,0.02999878,-0.288051117
9/2/2004,16.46379471,34.45999908,34.54999924,34.13999939,34.29000092,1446674,0,0.00613136,0.40999985,0.16999816,0.257621976
9/3/2004,16.52112961,34.58000183,34.84999847,34.34000015,34.41999817,1533292,0,0.003482378,0.50999832,0.16000366,0.05987389
9/6/2004,16.60712624,34.75999832,34.91999817,34.61999893,34.72000122,1314279,0,0.005205219,0.29999924,0.0399971,-0.142838416
9/7/2004,16.63578796,34.81999969,34.86000061,34.58000183,34.65999985,1207757,0,0.001726161,0.27999878,0.15999984,-0.081049762
9/8/2004,16.70267868,34.95999908,35.02000046,34.66999817,34.93000031,1601123,0,0.00402066,0.35000229,0.02999877,0.325699623
9/9/2004,16.47335052,34.47999954,35,34.38999939,34.86999893,1933922,0,-0.013729964,0.61000061,-0.38999939,0.207853488
9/10/2004,16.51156998,34.56000137,34.61000061,34.11000061,34.56999969,2119789,0,0.002320239,0.5,-0.00999832,0.09610884
9/13/2004,16.86511803,35.29999924,35.38999939,34.61000061,34.65000153,2083632,0,0.021411975,0.77999878,0.64999771,-0.017056886
9/14/2004,16.90333748,35.38000107,35.43000031,35.06999969,35.40000153,1836502,0,0.002266341,0.36000062,-0.02000046,-0.118605397
9/15/2004,16.5880146,34.72000122,35.38999939,34.56000137,35.34000015,2396033,0,-0.018654602,0.82999802,-0.61999893,0.304672143
9/16/2004,16.82211685,35.20999908,35.27999878,34.65000153,34.75,1706553,0,0.014112841,0.62999725,0.45999908,-0.287758975
9/17/2004,16.83167458,35.22999954,35.45999908,34.93999863,35.15000153,3027116,0,0.000568034,0.52000045,0.07999801,0.77381892
9/20/2004,16.77434349,35.11000061,35.22999954,34.59000015,35.11999893,1430793,0,-0.003406158,0.63999939,-0.00999832,-0.527341205
9/21/2004,16.61667824,34.77999878,35.18999863,34.70000076,35.08000183,1342888,0,-0.009399084,0.48999787,-0.30000305,-0.061437958
9/22/2004,16.36346626,34.25,34.90000153,34.09999847,34.72000122,2402920,0,-0.015238608,0.80000306,-0.47000122,0.789367393
9/23/2004,16.05291557,33.59999847,34.27999878,33.45000076,34.27999878,2913466,0,-0.018978147,0.82999802,-0.68000031,0.212468996
9/24/2004,16.14369392,33.79000092,33.90999985,33.43000031,33.59000015,1463989,0,0.005654835,0.47999954,0.20000077,-0.497509496
9/27/2004,16.04813576,33.59000015,33.86000061,33.40000153,33.84999847,1742375,0,-0.005918934,0.45999908,-0.25999832,0.1901558
9/28/2004,15.93825245,33.36000061,33.5,33.15999985,33.38999939,2350082,0,-0.006847262,0.34000015,-0.02999878,0.348780831
9/29/2004,16.10547256,33.70999908,33.95999908,33.38000107,33.41999817,2359499,0,0.010491561,0.57999801,0.29000091,0.004007094
9/30/2004,15.81403351,33.09999847,34.00999832,33.02000046,34.00999832,2698283,0,-0.018095539,0.98999786,-0.90999985,0.143583023
10/1/2004,16.25357628,34.02000046,34.20000076,33.13999939,33.25999832,3682616,0,0.027794623,1.06000137,0.76000214,0.364799763
10/4/2004,16.55456734,34.65000153,34.95000076,34.5,34.5,2377805,0,0.01851855,0.45000076,0.15000153,-0.354316334
10/5/2004,16.63101768,34.81000137,35.04000092,34.45000076,34.70000076,2107645,0,0.0046176,0.59000016,0.11000061,-0.113617391
10/6/2004,16.56412125,34.66999817,34.90000153,34.58000183,34.77999878,1631068,0,-0.004021925,0.3199997,-0.11000061,-0.22611825
10/7/2004,16.63578796,34.81999969,35.20000076,34.70000076,34.99000168,2606750,0,0.004326551,0.5,-0.17000199,0.598185974
